190,wagmimonkeez #190,bg_cream-3.33%,body_green-7.56%,costume_tshirt_green-3.33%,face_skin-17.33%,eyes_purple-22.67%,head_cap_sport-1.11%,laser_sword_blue-3.11%,tech_goggles_blue-2.89%,earring_gold-13.11%,bitcoin_chain-12.44%,14,[Rank: 14 => 8.69%],https://ipfs.io/ipfs/QmeSEnfeZsTrUU3CiKxfJJ7J2LH9hqGdGcWecNXia2je2M
327,wagmimonkeez #327,bg_convict-4.22%,body_shaved-7.11%,costume_convict-3.11%,face_blue-22.44%,eyes_normal-21.56%,headed_headset-1.11%,cigarette-3.56%,fancy_glasses-3.11%,moneyain-10.00%,dollar_chain-11.11%,15,[Rank: 15 => 8.73%],https://ipfs.io/ipfs/QmSheYXbckDZ9GFdzXTD559MD8YfzcYQhxR1fyQMLSudi3
290,wagmimonkeez #290,bg_yellow4-3.56%,body_natural-7.33%,costume_corporate-3.56%,face_skin-17.33%,eyes_blue-22.67%,head_blue_headset-2.00%,pipe-4.89%,nerd_glasses-2.22%,earring_gold-13.11%,dollar_chain-11.11%,16,[Rank: 16 => 8.78%],https://ipfs.io/ipfs/QmXpWzWfqXb45RrDSY3jXDWRSCBo84X3tPASist4m4KE3r
330,wagmimonkeez #330,bg_orange-2.67%,body_teal-10.44%,costume_trainer_green-2.44%,face_pink-19.78%,eyesed-18.22%,head_caesar-1.33%,laser_sword_blue-3.11%,laser_eyes_electric-3.56%,double_earring-14.22%,bitcoin_chain-12.44%,17,[Rank: 17 => 8.82%],https://ipfs.io/ipfs/QmTKKxcVtqqh742GEpkTp8NPrecxdEsMULLvYKt3RkqJ9h
348,wagmimonkeez #348,bg_bright_blue-4.44%,body_fluorescent-9.33%,costume_corporate-3.56%,face_pink-19.78%,eyesed-18.22%,head_manga_pink-2.22%,book_dead-3.11%,wacky_eyes_big-2.00%,double_earring-14.22%,bitcoin_chain-12.44%,18,[Rank: 18 => 8.93%],https://ipfs.io/ipfs/QmXgKtxtH8N7saeKZURHbcL2i4ptPcyPq1tyqKSqXu4q7V
370,wagmimonkeez #370,bg_purple-2.89%,body_white-5.78%,,face_skin-17.33%,eyesed-18.22%,head_bucketun-2.44%,rockon_scepter-4.44%,future_gogglesunner-2.44%,double_earring-14.22%,bitcoin_chain-12.44%,19,[Rank: 19 => 8.96%],https://ipfs.io/ipfs/QmXpjejwjGmrJvX86HHjgnEisDCwgp5XFZSQWEQViXCpf8
431,wagmimonkeez #431,bg_underwater-5.78%,body_fluorescent-9.33%,costume_king-3.11%,faceadioactive-18.89%,eyes_blue-22.67%,head_caped-2.67%,laser_sword_green-2.89%,sunglasses-3.11%,moneyain-10.00%,dollar_chain-11.11%,20,[Rank: 20 => 8.96%],https://ipfs.io/ipfs/QmXyqpLYeun6MNmLiE6mhoQsbTNKDCuQfnLm718P9Le6np
369,wagmimonkeez #369,bg_purple_deep-4.22%,body_lepard-6.00%,costume_soviet-4.00%,face_zombie-21.56%,eyes_blue-22.67%,head_manga_pink-2.22%,laser_sword_green-2.89%,red_bolt-5.11%,moneyain-10.00%,dollar_chain-11.11%,21,[Rank: 21 => 8.98%],https://ipfs.io/ipfs/QmcSpAfw8ZXionCnj6Vpg8ZZF8T5WPzrqUU5wiaDhiSVQ9
150,wagmimonkeez #150,bg_pink-3.78%,body_green-7.56%,costume_tshirt_green-3.33%,face_pink-19.78%,eyes_purple-22.67%,head_cap_super-1.33%,nerd_teeth-3.78%,acid_glasses_blue-2.89%,double_earring-14.22%,dollar_chain-11.11%,22,[Rank: 22 => 9.04%],https://ipfs.io/ipfs/QmUh4vj7dWbdmkt9we68u68CsDfmBwBtCK9jLrorCcUngJ
298,wagmimonkeez #298,bg_purple_deep-4.22%,body_teal-10.44%,costume_grench-4.00%,face_zombie-21.56%,eyesed-18.22%,head_admiral-2.00%,rockon_scepter-4.44%,future_goggles-1.33%,earring_gold-13.11%,dollar_chain-11.11%,23,[Rank: 23 => 9.04%],https://ipfs.io/ipfs/QmXneQSv3PDJPiyKpVYXttfhkmxNS6igPuuCCU7bobsZHR
228,wagmimonkeez #228,bg_underwater-5.78%,bodyed-6.44%,costume_poncho_purple-2.00%,face_blue-22.44%,eyesed-18.22%,head_bucketun-2.44%,vampire_teeth-4.00%,red_bolt-5.11%,earring_gold-13.11%,dollar_chain-11.11%,24,[Rank: 24 => 9.07%],https://ipfs.io/ipfs/QmT18zXqMxR7E8EomAxkbXBZz98oJvM3Ux29aa9yY1mV7q
306,wagmimonkeez #306,bg_pink-3.78%,body_lepard-6.00%,costume_pimp-4.00%,face_pink-19.78%,eyes_blue-22.67%,head_afro-2.00%,book_dead-3.11%,heart_glasses-3.11%,double_earring-14.22%,bitcoin_chain-12.44%,25,[Rank: 25 => 9.11%],https://ipfs.io/ipfs/QmVZQ2uVBB6QFZU7XvQvN9ER2Ww43UWveR6SEN1vUR2vZu
429,wagmimonkeez #429,bg_blue2-4.22%,bodyed-6.44%,costume_trainer_white-4.89%,face_zombie-21.56%,eyes_blue-22.67%,head_gold_headset-1.33%,book_dead-3.11%,laser_eyes_static_electric-2.67%,earring_gold-13.11%,dollar_chain-11.11%,26,[Rank: 26 => 9.11%],https://ipfs.io/ipfs/QmYKi9df6vSiWtNQoa26Gt7frkzrviaLZzGF1rfSwknQzo
215,wagmimonkeez #215,bg_blue-4.00%,body_natural-7.33%,costumeacer-4.67%,face_blue-22.44%,eyes_normal-21.56%,headed_headset-1.11%,rabbit_teeth-2.67%,wacky_eyes_big-2.00%,earring_gold-13.11%,bitcoin_chain-12.44%,27,[Rank: 27 => 9.13%],https://ipfs.io/ipfs/QmQvjQm2HaZ59eKWrL1M79Ug23V3BoQE3xLoAXeUoRzeuH
413,wagmimonkeez #413,bged2-3.11%,body_white-5.78%,costume_trader-4.00%,face_pink-19.78%,eyes_blue-22.67%,head_french_cap-1.11%,laptop_banana-4.00%,industrial_glassesed-4.22%,double_earring-14.22%,bitcoin_chain-12.44%,28,[Rank: 28 => 9.13%],https://ipfs.io/ipfs/QmWzkzzGxMDW2MFg1PoSJmW1QGLTX7TfHNioBC5tVLc1wS
464,wagmimonkeez #464,bg_blue2-4.22%,body_lepard-6.00%,costume_king-3.11%,face_blue-22.44%,eyes_normal-21.56%,head_bucket_420-2.44%,party_horn_yellow-2.00%,luxury_glasses-3.11%,double_earring-14.22%,bitcoin_chain-12.44%,29,[Rank: 29 => 9.16%],https://ipfs.io/ipfs/QmZXF5zxZB3X3buV75Pc1KqcDyNq1PEV11h6eUdhG1vuJe
285,wagmimonkeez #285,bg_blue_3-4.44%,body_white-5.78%,costume_trainer_green-2.44%,face_blue-22.44%,eyes_blue-22.67%,head_blue_headset-2.00%,cigarette-3.56%,acid_glasses_blue-2.89%,double_earring-14.22%,bitcoin_chain-12.44%,30,[Rank: 30 => 9.29%],https://ipfs.io/ipfs/QmcPyyMHCUVLGTVLYXCiyGbvQUaEWJ5yfXs25Qi6zPbCZR
500,wagmimonkeez #500,bg_purple-2.89%,body_tiger-6.89%,costume_caesar-4.00%,face_blue-22.44%,eyes_blue-22.67%,head_bereted-2.22%,laser_sword_green-2.89%,industrial_glasses_blue-2.22%,double_earring-14.22%,bitcoin_chain-12.44%,31,[Rank: 31 => 9.29%],https://ipfs.io/ipfs/QmVmTMxiRYXLJstqbESefkreBNV7nJWMfiwWPXk9TxGpJc
282,wagmimonkeez #282,bg_cream-3.33%,body_grey-5.11%,costume_ponchoed_r-4.00%,face_pink-19.78%,eyes_blue-22.67%,,rockon_scepter-4.44%,laser_eyes_static_fire-3.33%,earring_gold-13.11%,bitcoin_chain-12.44%,32,[Rank: 32 => 9.36%],https://ipfs.io/ipfs/QmWHQJu25xVjApqZs4bbSHrwTcAn3t7AV7c17E8b5TiPZK
361,wagmimonkeez #361,bg_underwater-5.78%,bodyadioactive-7.11%,,face_zombie-21.56%,eyesed-18.22%,head_unicorn_pearl-1.11%,book_dead-3.11%,laser_eyes_fire-1.78%,earring_gold-13.11%,bitcoin_chain-12.44%,33,[Rank: 33 => 9.36%],https://ipfs.io/ipfs/QmUaaB1ovBvHYMx3exBGWXhQvhLw9PxEzXWpW91o8Y1GhZ
224,wagmimonkeez #224,bg_purple_deep-4.22%,body_shaved-7.11%,costume_yshirt_yellow-4.00%,face_zombie-21.56%,eyesed-18.22%,,flip_laptop-3.78%,industrial_glassesed-4.22%,double_earring-14.22%,dollar_chain-11.11%,34,[Rank: 34 => 9.38%],https://ipfs.io/ipfs/QmaHmMX4YGoHKeBQrWMu3RrqmC9wmRpP4xv3VMhr1zwigq
200,wagmimonkeez #200,bged3-4.44%,body_green-7.56%,costume_convict-3.11%,face_zombie-21.56%,eyes_blue-22.67%,head_beret_blue-1.33%,laptop_banana-4.00%,laser_eyes_electric-3.56%,earring_gold-13.11%,bitcoin_chain-12.44%,35,[Rank: 35 => 9.38%],https://ipfs.io/ipfs/QmWtDTGzbsWG52nn132oL21WJVUD4FaaFpYr813drjqYM7
389,wagmimonkeez #389,bg_orange-2.67%,body_teal-10.44%,costume_trainer_back-4.44%,face_zombie-21.56%,eyes_blue-22.67%,head_unicornainbow-1.11%,rabbit_teeth-2.67%,luxury_glasses-3.11%,earring_gold-13.11%,bitcoin_chain-12.44%,36,[Rank: 36 => 9.42%],https://ipfs.io/ipfs/QmeNhHzxjxPzedhkyYM1cZk4jzCFBDoVUq528bYD8oUcec
15,wagmimonkeez #15,bg_purple_dark-3.33%,body_yellow-6.67%,costume_caesar-4.00%,faceadioactive-18.89%,eyesed-18.22%,head_angel-1.78%,,heart_glasses-3.11%,earring_gold-13.11%,bitcoin_chain-12.44%,37,[Rank: 37 => 9.44%],https://ipfs.io/ipfs/QmWTxjyjEyJrGA3gPQcLZnbqsVMjC39xTYbqrzGhHReaFZ
194,wagmimonkeez #194,bg_teal_gradient-4.22%,body_shaved-7.11%,costume_trader-4.00%,face_blue-22.44%,eyes_purple-22.67%,head_caped-2.67%,snorjel_pipe_orange-2.89%,future_goggles_night-3.33%,earring_gold-13.11%,bitcoin_chain-12.44%,38,[Rank: 38 => 9.49%],https://ipfs.io/ipfs/QmbRmE7BdAVCbB4DqLxgi4jx2ztWKHiDTsxJxFpiE1zane
404,wagmimonkeez #404,bg_orange2-4.67%,body_green-7.56%,costume_yshirt_yellow-4.00%,face_blue-22.44%,eyes_blue-22.67%,head_turkish-1.56%,laser_sword_green-2.89%,bitcoin_glasses-2.67%,double_earring-14.22%,bitcoin_chain-12.44%,39,[Rank: 39 => 9.51%],https://ipfs.io/ipfs/QmeP8uV6XwE6tU5xa6nUTD6hmrT42fWgNEHeZbExE4eFuC
372,wagmimonkeez #372,bg_yellow-4.00%,body_natural-7.33%,,faceadioactive-18.89%,eyes_purple-22.67%,head_birthday_hat-1.56%,pipe-4.89%,red_bolt-5.11%,earring_gold-13.11%,dollar_chain-11.11%,40,[Rank: 40 => 9.80%],https://ipfs.io/ipfs/QmWYzG5vHH5q867BMsj3e2xLhp2iL53A4vV51sBazHxTaZ
196,wagmimonkeez #196,bg_orange2-4.67%,body_green-7.56%,costume_pimp-4.00%,face_pink-19.78%,eyesed-18.22%,head_cap_luna-1.33%,snorkel_pipe_yellow-2.67%,,double_earring-14.22%,bitcoin_chain-12.44%,41,[Rank: 41 => 9.89%],https://ipfs.io/ipfs/QmdfYxPPdBbJmi9FWyGyWJweDJRdRHHJ9s4HbM7Whu7JFv
116,wagmimonkeez #116,bg_yellow2-3.11%,body_teal-10.44%,costume_prussian-3.78%,face_skin-17.33%,eyes_blue-22.67%,head_cap_sideockon-0.89%,,future_gogglesunner-2.44%,earring_gold-13.11%,bitcoin_chain-12.44%,42,[Rank: 42 => 9.91%],https://ipfs.io/ipfs/Qme1LP5sdZm817WVZgLX6Xg28rWgDnaTuhVGy67ndSmAXi
469,wagmimonkeez #469,bg_convict-4.22%,bodyadioactive-7.11%,costume_prussian-3.78%,faceadioactive-18.89%,eyes_purple-22.67%,head_cap_side_bolt-1.56%,party_horn_yellow-2.00%,,earring_gold-13.11%,bitcoin_chain-12.44%,43,[Rank: 43 => 9.98%],https://ipfs.io/ipfs/QmVZypKJgF31SCsUZm9EicmkrYjXtGSQCsovMCDtstC7uc
108,wagmimonkeez #108,bg_orange2-4.67%,body_grey-5.11%,costume_trainer_white-4.89%,face_blue-22.44%,eyes_blue-22.67%,head_graduate-0.89%,flip_laptop-3.78%,,moneyain-10.00%,bitcoin_chain-12.44%,44,[Rank: 44 => 10.09%],https://ipfs.io/ipfs/QmUT63vQDPf75XCq95mSbwXFZDZ1vtQchXfSxn7ci8GeuC
294,wagmimonkeez #294,bg_orange_gradient-3.33%,body_shaved-7.11%,costume_caesar-4.00%,face_blue-22.44%,eyesed-18.22%,head_cowboy_white-2.00%,pipe-4.89%,,double_earring-14.22%,dollar_chain-11.11%,45,[Rank: 45 => 10.13%],https://ipfs.io/ipfs/QmRsbKAeTVKnsLVNZy1jp26Q9QiF6fREA111rsidBCDQZT
254,wagmimonkeez #254,bg_bright_blue-4.44%,body_tiger-6.89%,costume_soviet-4.00%,face_blue-22.44%,eyes_purple-22.67%,,,thug_glasses-2.44%,double_earring-14.22%,dollar_chain-11.11%,46,[Rank: 46 => 10.64%],https://ipfs.io/ipfs/QmQoe6RxgJa5CBqUKYXqiaixL4mNr2z9yLr7vUrwuVbjdj
55,wagmimonkeez #55,bg_purple_dark-3.33%,bodyed-6.44%,,face_zombie-21.56%,eyes_purple-22.67%,head_bucket_420-2.44%,party_horn_purple-4.67%,,double_earring-14.22%,dollar_chain-11.11%,47,[Rank: 47 => 10.98%],https://ipfs.io/ipfs/QmS3zcTyt8fbrWhmTgU82R9nwtNqHMvE5hvM4sVrVMo1Yo
267,wagmimonkeez #267,bg_orange2-4.67%,body_fluorescent-9.33%,costume_police-1.78%,faceadioactive-18.89%,eyes_angry-14.89%,head_cap_24-2.67%,luna_laptop-2.44%,fancy_glasses-3.11%,,bitcoin_chain-12.44%,48,[Rank: 48 => 13.29%],https://ipfs.io/ipfs/QmXM8VWoDqDqz1TzrkcFsxWHAggZwneFqguAxFNHV9uGjR
74,wagmimonkeez #74,bg_pink-3.78%,body_lepard-6.00%,costume_trader-4.00%,face_zombie-21.56%,eyes_angry-14.89%,head_traffic_cone-1.33%,flip_laptop-3.78%,thug_glasses-2.44%,,bitcoin_chain-12.44%,49,[Rank: 49 => 13.29%],https://ipfs.io/ipfs/QmRJ7LZQZREBbCJhUzpiyVnzfR2dJhq654E9DZKXCSsuVb
226,wagmimonkeez #226,bg_purple_dark-3.33%,body_white-5.78%,costume_convict-3.11%,face_skin-17.33%,eyes_normal-21.56%,head_cowboy_white-2.00%,snorjel_pipe_orange-2.89%,wacky_eyes_big-2.00%,,bitcoin_chain-12.44%,50,[Rank: 50 => 13.31%],https://ipfs.io/ipfs/Qmacmk96CMDzUgdsQRff5sfRUR7n3sPB6NMoy8GZtCuouW
122,wagmimonkeez #122,bged-2.44%,body_natural-7.33%,costume_kimono-2.22%,face_pink-19.78%,eyes_normal-21.56%,head_cap_420-1.78%,nerd_teeth-3.78%,wacky_eyes-1.56%,,dollar_chain-11.11%,51,[Rank: 51 => 13.42%],https://ipfs.io/ipfs/QmXGqZZDPEAVMxXUA3gZd1oy5wnG78Rqt3RwvFi4WY2L6F
305,wagmimonkeez #305,bg_orange_gradient-3.33%,body_lepard-6.00%,costume_trader-4.00%,face_pink-19.78%,eyesed-18.22%,head_cap_side_bolt-1.56%,book_dead-3.11%,face_paint_blue-3.11%,,bitcoin_chain-12.44%,52,[Rank: 52 => 13.42%],https://ipfs.io/ipfs/QmaiC7wvYwDMWdCXmp8rk3m2CyiUfA6vemU4YXye3QKWEH
156,wagmimonkeez #156,bg_blue-4.00%,body_white-5.78%,costume_corporate-3.56%,face_zombie-21.56%,eyesed-18.22%,head_cap_green-1.56%,snorkel_pipe_yellow-2.67%,future_goggles_night-3.33%,,dollar_chain-11.11%,53,[Rank: 53 => 13.44%],https://ipfs.io/ipfs/QmShyyjTMXHm14ZSpM4yKr3oVWWJUtH2gC7AMxph1yDjF7
87,wagmimonkeez #87,bg_yellow-4.00%,body_black-7.78%,costume_yshirt_yellow-4.00%,face_pink-19.78%,eyesed-18.22%,head_birthday_hat-1.56%,snorjel_pipe_orange-2.89%,tech_gogglesed-2.67%,,dollar_chain-11.11%,54,[Rank: 54 => 13.47%],https://ipfs.io/ipfs/QmRuD6FLp4JnzeBBNbrFTHd4q2tGDKqt9nt4zF5GdNf5m7
451,wagmimonkeez #451,bged3-4.44%,body_lepard-6.00%,costume_tshirt_green-3.33%,face_skin-17.33%,eyes_normal-21.56%,head_turkish-1.56%,nerd_teeth-3.78%,metal_goggles-2.89%,,dollar_chain-11.11%,55,[Rank: 55 => 13.47%],https://ipfs.io/ipfs/QmavmpfE8RzycZf4V6h6fnRiY3TGiPbCPuhGuqHSsRvZfN
489,wagmimonkeez #489,bg_yellow4-3.56%,body_white-5.78%,costume_admiral-2.00%,face_pink-19.78%,eyes_purple-22.67%,headed_headset-1.11%,police_plate-2.67%,monocle-2.00%,,bitcoin_chain-12.44%,56,[Rank: 56 => 13.47%],https://ipfs.io/ipfs/QmRzqejQrDkxqSxSpuDKenwkkkuV7TFFDjL9Y8igneM5ee
54,wagmimonkeez #54,bg_acid-3.78%,body_white-5.78%,costume_cowboy-2.67%,faceadioactive-18.89%,eyes_blue-22.67%,head_birthday_hat-1.56%,wagmi_laptop-4.00%,euro_glasses-2.44%,,dollar_chain-11.11%,57,[Rank: 57 => 13.56%],https://ipfs.io/ipfs/QmNerhPj95u16dTPWunKY9E9qBxM4XC5fa1LZSZF5NeS19
232,wagmimonkeez #232,bg_teal_blue-3.33%,body_tiger-6.89%,costume_yshirt_yellow-4.00%,face_zombie-21.56%,eyesed-18.22%,head_manga_pink-2.22%,cigar_big-3.33%,future_gogglesunner-2.44%,,dollar_chain-11.11%,58,[Rank: 58 => 13.58%],https://ipfs.io/ipfs/QmRUiP5DzMEVMs3yRnzo9PCBG3nqrRujAg4tur2QK35HLw
457,wagmimonkeez #457,bg_underwater-5.78%,body_teal-10.44%,costume_soviet-4.00%,face_skin-17.33%,eyes_angry-14.89%,head_party_hat_blue-2.00%,laser_sworded-3.11%,laser_eyes_static_fire-3.33%,,bitcoin_chain-12.44%,59,[Rank: 59 => 13.60%],https://ipfs.io/ipfs/QmUm7BVgcz5nLiagpM8iPSGcrs94hqy8sv6N94ZSirXRCW
461,wagmimonkeez #461,bg_convict-4.22%,body_yellow-6.67%,costume_convict-3.11%,face_pink-19.78%,eyesed-18.22%,head_blue_headset-2.00%,rockon_scepter-4.44%,acid_glasses_green-2.89%,,bitcoin_chain-12.44%,60,[Rank: 60 => 13.64%],https://ipfs.io/ipfs/QmaubbxwFgsBpYCGWTG4GQMpKPmjkdrQtZb6NLGGG3Gmq1
188,wagmimonkeez #188,bg_purple_dark-3.33%,body_lepard-6.00%,costume_jacket_assassin-3.56%,face_blue-22.44%,eyesed-18.22%,head_admiral-2.00%,laser_sworded-3.11%,sunglasses-3.11%,,bitcoin_chain-12.44%,61,[Rank: 61 => 13.69%],https://ipfs.io/ipfs/QmYS2oqEC36s4rpPGyUAA9AFsJaoy9Zmecb4c8eDLxCNP9
118,wagmimonkeez #118,bg_blue-4.00%,body_green-7.56%,costume_politcian-2.89%,face_pink-19.78%,eyes_normal-21.56%,head_beanie_blue-1.56%,vampire_teeth-4.00%,monocle-2.00%,,dollar_chain-11.11%,62,[Rank: 62 => 13.71%],https://ipfs.io/ipfs/QmWrJU1QW1ZVH23JQef9d7isF5hUHzZARPJyDepieubcyv
179,wagmimonkeez #179,bg_purple_deep-4.22%,body_tiger-6.89%,costume_trainer_white-4.89%,face_zombie-21.56%,eyesed-18.22%,head_teal_mohawk-2.00%,cigar_big-3.33%,industrial_glasses_blue-2.22%,,dollar_chain-11.11%,63,[Rank: 63 => 13.71%],https://ipfs.io/ipfs/QmQLfnufD5gcn6ZybMpJ6hZxxNRXcpewrxCSePoNCTEYRn
203,wagmimonkeez #203,bg_yellow-4.00%,body_black-7.78%,costume_king-3.11%,face_skin-17.33%,eyes_blue-22.67%,head_cap_24-2.67%,flip_laptop-3.78%,industrial_glasses_green-2.00%,,dollar_chain-11.11%,64,[Rank: 64 => 13.71%],https://ipfs.io/ipfs/QmdGia2zoK1EBoECeybp1ZwCEQC7TWu3qAEjMxWgFmenvJ
350,wagmimonkeez #350,bg_blue_3-4.44%,body_teal-10.44%,costumeacer-4.67%,face_skin-17.33%,eyesed-18.22%,head_pussian_hat-1.33%,police_plate-2.67%,luxury_glasses-3.11%,,bitcoin_chain-12.44%,65,[Rank: 65 => 13.73%],https://ipfs.io/ipfs/QmeHESowA6ZAitonmxRAgRhArZ91V37sjXBk6Wz7Lhqzfu
364,wagmimonkeez #364,bg_convict-4.22%,Body_purple-6.44%,costume_yshirt_yellow-4.00%,face_blue-22.44%,eyesed-18.22%,head_cowboy_leather-2.00%,gorilla_grin-2.67%,laser_eyes_electric-3.56%,,dollar_chain-11.11%,66,[Rank: 66 => 13.73%],https://ipfs.io/ipfs/QmSfyDxUFvxCCuncwg1GfPeT4er31qfz4RnbjwCWtDhqdv
30,wagmimonkeez #30,bg_orange-2.67%,body_natural-7.33%,costume_trainer_white-4.89%,face_pink-19.78%,eyes_normal-21.56%,head_cap_football-1.78%,rockon_scepter-4.44%,dollar_glasses-1.33%,,dollar_chain-11.11%,67,[Rank: 67 => 13.76%],https://ipfs.io/ipfs/QmUT2uq67SvS25B64zuoDVi4Vr2uVjgiTkadouyXziRjpz
139,wagmimonkeez #139,bg_acid-3.78%,body_black-7.78%,costume_politcian-2.89%,faceadioactive-18.89%,eyes_normal-21.56%,head_karate_bandana_white-0.67%,vampire_teeth-4.00%,sunglasses-3.11%,,bitcoin_chain-12.44%,68,[Rank: 68 => 13.78%],https://ipfs.io/ipfs/QmPN5hNc1aZDpUgEpUgp3Bq3RLKjdyxE5AvEmLsEvwdYnc
57,wagmimonkeez #57,bg_orange2-4.67%,body_teal-10.44%,costume_jacket_leather-3.33%,face_zombie-21.56%,eyes_angry-14.89%,head_white_horns-2.00%,wagmi_laptop-4.00%,industrial_glasses_green-2.00%,,bitcoin_chain-12.44%,69,[Rank: 69 => 13.80%],https://ipfs.io/ipfs/Qma44sjH2UfncydWV16RPvY6WptuQrUZZTwHRYvuzQpgN3
